Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2015/11/13, 00:00:00, 2014.00, 2019.50, 1985.00, 1992.00, 2128939, 2819215, 0, 0
2015/11/16, 00:00:00, 1980.00, 2024.50, 1972.00, 2021.50, 1711062, 2803541, 0, 0
2015/11/17, 00:00:00, 2022.50, 2037.00, 2015.00, 2022.50, 1621036, 2771239, 0, 0
2015/11/18, 00:00:00, 2023.25, 2056.00, 2016.50, 2053.25, 1543330, 2788869, 0, 0
2015/11/19, 00:00:00, 2051.75, 2062.75, 2048.75, 2052.75, 1284869, 2790570, 0, 0
2015/11/20, 00:00:00, 2051.75, 2068.00, 2049.50, 2062.25, 1273905, 2751554, 0, 0
2015/11/23, 00:00:00, 2063.25, 2066.50, 2051.75, 2057.75, 976103, 2759407, 0, 0
2015/11/24, 00:00:00, 2056.50, 2065.00, 2039.00, 2058.25, 1517871, 2756429, 0, 0
2015/11/25, 00:00:00, 2057.50, 2066.00, 2055.75, 2061.50, 746319, 2761335, 0, 0
2015/11/27, 00:00:00, 2063.50, 2071.75, 2055.00, 2063.50, 653387, 2763546, 0, 0
2015/11/30, 00:00:00, 2063.00, 2068.50, 2052.00, 2053.25, 1389020, 2764688, 0, 0
2015/12/1, 00:00:00, 2059.00, 2075.00, 2057.00, 2073.50, 1482186, 2759024, 0, 0
2015/12/2, 00:00:00, 2073.00, 2078.50, 2048.50, 2055.00, 1725833, 2741368, 0, 0
2015/12/3, 00:00:00, 2056.75, 2068.75, 2013.50, 2024.75, 2655148, 2748380, 0, 0
2015/12/4, 00:00:00, 2026.75, 2066.50, 2020.25, 2062.00, 2269530, 2668096, 0, 0
2015/12/7, 00:00:00, 2065.75, 2069.00, 2038.00, 2054.50, 1699318, 2642562, 0, 0
2015/12/8, 00:00:00, 2053.50, 2055.00, 2023.75, 2032.25, 2005017, 2624311, 0, 0
2015/12/9, 00:00:00, 2033.00, 2053.25, 2007.75, 2015.50, 2660114, 0, 0, 0
2015/12/10, 00:00:00, 2019.25, 2040.75, 2017.75, 2023.00, 783692, 787824, 0, 0
2015/12/11, 00:00:00, 2024.50, 2029.75, 1978.25, 1983.25, 2345329, 1264033, 0, 0
2015/12/14, 00:00:00, 1983.50, 2001.50, 1965.25, 1991.50, 2652781, 1775616, 0, 0
2015/12/15, 00:00:00, 1995.00, 2027.75, 1992.00, 2019.00, 2156216, 0, 0, 0
2015/12/16, 00:00:00, 2019.50, 2050.75, 2013.00, 2045.75, 2035482, 2448737, 0, 0
2015/12/17, 00:00:00, 2042.75, 2054.75, 2004.75, 2006.75, 2114912, 2525720, 0, 0
2015/12/18, 00:00:00, 2006.00, 2011.75, 1973.00, 1974.00, 2118900, 2570329, 0, 0
2015/12/21, 00:00:00, 1979.25, 2001.50, 1977.25, 1997.00, 1275266, 2561504, 0, 0
2015/12/22, 00:00:00, 1999.00, 2018.50, 1989.25, 2018.00, 1144898, 2542077, 0, 0
2015/12/23, 00:00:00, 2016.00, 2039.75, 2012.75, 2035.00, 1003982, 2512689, 0, 0
2015/12/24, 00:00:00, 2034.75, 2041.75, 2031.00, 2033.25, 325205, 2490347, 0, 0
2015/12/28, 00:00:00, 2033.25, 2036.50, 2017.25, 2030.75, 696448, 2490832, 0, 0
2015/12/29, 00:00:00, 2031.75, 2056.50, 2029.50, 2054.75, 832686, 2496174, 0, 0
2015/12/30, 00:00:00, 2054.00, 2057.00, 2035.50, 2036.50, 720601, 2486459, 0, 0
2015/12/31, 00:00:00, 2037.25, 2039.75, 2012.25, 2017.50, 1029390, 2492297, 0, 0
2016/1/4, 00:00:00, 2019.75, 2025.50, 1962.25, 1991.00, 2216549, 2569569, 0, 0
2016/1/5, 00:00:00, 1991.00, 1999.00, 1974.25, 1993.75, 1688974, 2562248, 0, 0
2016/1/6, 00:00:00, 1992.75, 1995.25, 1952.50, 1968.00, 2237518, 2579137, 0, 0
2016/1/7, 00:00:00, 1969.75, 1973.00, 1910.50, 1915.00, 2969295, 2610790, 0, 0
2016/1/8, 00:00:00, 1918.50, 1946.75, 1892.00, 1893.50, 2694404, 2679953, 0, 0
2016/1/11, 00:00:00, 1891.25, 1911.00, 1874.50, 1896.25, 2490336, 2718509, 0, 0
2016/1/12, 00:00:00, 1895.50, 1922.25, 1881.00, 1907.00, 2428110, 2728789, 0, 0
2016/1/13, 00:00:00, 1904.50, 1928.50, 1860.00, 1863.50, 2899958, 2767647, 0, 0
2016/1/14, 00:00:00, 1865.75, 1909.50, 1853.00, 1896.50, 3045826, 2774821, 0, 0
2016/1/15, 00:00:00, 1895.50, 1901.75, 1831.25, 1857.00, 3441956, 2848559, 0, 0
2016/1/19, 00:00:00, 1851.75, 1889.50, 1838.25, 1855.00, 2796679, 2841234, 0, 0
2016/1/20, 00:00:00, 1853.75, 1860.50, 1786.25, 1837.00, 3929776, 2867832, 0, 0
2016/1/21, 00:00:00, 1836.75, 1865.25, 1818.25, 1843.00, 2729407, 2850850, 0, 0
2016/1/22, 00:00:00, 1840.50, 1884.25, 1837.75, 1881.25, 2106526, 2841461, 0, 0
2016/1/25, 00:00:00, 1881.50, 1886.25, 1837.75, 1852.25, 1640401, 2862213, 0, 0
2016/1/26, 00:00:00, 1853.75, 1881.75, 1833.25, 1878.00, 1780235, 2870149, 0, 0
2016/1/27, 00:00:00, 1867.25, 1892.00, 1846.50, 1857.00, 2113363, 2897826, 0, 0
2016/1/28, 00:00:00, 1862.00, 1884.50, 1847.75, 1862.75, 2254109, 2872487, 0, 0
2016/1/29, 00:00:00, 1860.75, 1915.00, 1858.50, 1912.00, 2406399, 2878549, 0, 0
2016/2/1, 00:00:00, 1911.75, 1922.00, 1894.50, 1913.25, 1748062, 2888962, 0, 0
2016/2/2, 00:00:00, 1910.50, 1911.25, 1871.00, 1879.50, 2102411, 2941058, 0, 0
2016/2/3, 00:00:00, 1877.00, 1894.25, 1847.00, 1890.50, 2841210, 0, 0, 0
2016/2/4, 00:00:00, 1889.75, 1904.25, 1872.25, 1889.75, 2255360, 2940610, 0, 0
2016/2/5, 00:00:00, 1887.25, 1896.50, 1847.75, 1857.25, 2320680, 2998346, 0, 0
2016/2/8, 00:00:00, 1858.25, 1866.50, 1803.75, 1834.00, 2674512, 3020294, 0, 0
2016/2/9, 00:00:00, 1831.75, 1845.75, 1807.75, 1830.25, 2792208, 3002017, 0, 0
2016/2/10, 00:00:00, 1832.00, 1859.75, 1820.50, 1828.75, 2359881, 3001438, 0, 0
2016/2/11, 00:00:00, 1824.25, 1829.25, 1784.50, 1806.50, 3203999, 3021157, 0, 0
2016/2/12, 00:00:00, 1809.25, 1842.75, 1804.50, 1840.25, 2018154, 2994392, 0, 0
2016/2/16, 00:00:00, 1847.25, 1874.75, 1847.00, 1870.75, 2034059, 3003822, 0, 0
2016/2/17, 00:00:00, 1870.25, 1910.00, 1863.50, 1904.75, 1854185, 2983644, 0, 0
2016/2/18, 00:00:00, 1908.75, 1915.50, 1893.25, 1898.50, 1615605, 2975816, 0, 0
2016/2/19, 00:00:00, 1899.50, 1904.75, 1880.50, 1896.50, 1616647, 2974705, 0, 0
2016/2/22, 00:00:00, 1893.00, 1925.75, 1890.25, 1918.25, 1425321, 2985993, 0, 0
2016/2/23, 00:00:00, 1916.00, 1920.00, 1895.75, 1898.00, 1600879, 2986569, 0, 0
2016/2/24, 00:00:00, 1896.00, 1915.75, 1868.75, 1912.25, 2315370, 3001982, 0, 0
2016/2/25, 00:00:00, 1915.00, 1933.50, 1902.25, 1932.50, 1844284, 3023219, 0, 0
2016/2/26, 00:00:00, 1931.00, 1950.75, 1923.25, 1924.75, 1876651, 3014453, 0, 0
2016/2/29, 00:00:00, 1925.00, 1938.25, 1908.50, 1911.50, 1826411, 3014983, 0, 0
2016/3/1, 00:00:00, 1910.00, 1960.50, 1902.75, 1960.00, 2035550, 3008297, 0, 0
2016/3/2, 00:00:00, 1958.25, 1966.75, 1948.25, 1965.50, 1821662, 3008594, 0, 0
2016/3/3, 00:00:00, 1963.75, 1974.50, 1956.75, 1972.50, 1555391, 3018684, 0, 0
2016/3/4, 00:00:00, 1973.00, 1989.50, 1966.00, 1977.00, 2247812, 3012243, 0, 0
2016/3/7, 00:00:00, 1976.50, 1986.50, 1966.50, 1981.00, 1633347, 3005808, 0, 0
2016/3/8, 00:00:00, 1981.00, 1982.25, 1958.00, 1963.00, 1931272, 2931226, 0, 0
2016/3/9, 00:00:00, 1963.75, 1976.00, 1960.00, 1971.00, 1744984, 2746033, 0, 0
2016/3/10, 00:00:00, 1972.00, 1992.00, 1949.00, 1970.50, 1048138, 875859, 0, 0
2016/3/11, 00:00:00, 1970.75, 2003.75, 1969.00, 2001.50, 1828591, 1329369, 0, 0
2016/3/14, 00:00:00, 2000.50, 2006.00, 1993.00, 2000.25, 1651775, 1761358, 0, 0
2016/3/15, 00:00:00, 2000.25, 2001.00, 1986.00, 1997.50, 1910850, 2333364, 0, 0
2016/3/16, 00:00:00, 1997.75, 2013.75, 1988.00, 2008.25, 2043775, 2630307, 0, 0
2016/3/17, 00:00:00, 2008.00, 2027.75, 1996.75, 2021.25, 2136877, 2781180, 0, 0
2016/3/18, 00:00:00, 2022.25, 2033.75, 2018.00, 2028.50, 1775664, 2810412, 0, 0
2016/3/21, 00:00:00, 2027.50, 2035.50, 2022.00, 2033.75, 1278261, 2804277, 0, 0
2016/3/22, 00:00:00, 2034.25, 2038.50, 2019.75, 2033.50, 1496196, 2811527, 0, 0
2016/3/23, 00:00:00, 2034.00, 2036.25, 2016.25, 2019.75, 1557185, 2811251, 0, 0
2016/3/24, 00:00:00, 2019.00, 2021.25, 2003.25, 2019.50, 1524072, 2802444, 0, 0
2016/3/28, 00:00:00, 2021.25, 2030.75, 2013.00, 2019.00, 907834, 2808249, 0, 0
2016/3/29, 00:00:00, 2018.75, 2040.25, 2010.25, 2038.50, 1549483, 2839325, 0, 0
2016/3/30, 00:00:00, 2039.50, 2055.50, 2037.75, 2046.25, 1627085, 2857423, 0, 0
2016/3/31, 00:00:00, 2046.50, 2050.75, 2038.25, 2042.50, 1736311, 2840616, 0, 0
2016/4/1, 00:00:00, 2043.75, 2058.00, 2026.25, 2056.00, 2051323, 2868902, 0, 0
2016/4/4, 00:00:00, 2055.00, 2062.50, 2045.25, 2048.50, 1380117, 2854772, 0, 0
2016/4/5, 00:00:00, 2046.50, 2046.50, 2025.25, 2029.75, 1827488, 2855118, 0, 0
2016/4/6, 00:00:00, 2033.00, 2051.50, 2026.00, 2051.25, 1894599, 2853456, 0, 0
2016/4/7, 00:00:00, 2050.75, 2053.00, 2017.00, 2026.00, 2052195, 2866053, 0, 0
2016/4/8, 00:00:00, 2025.50, 2045.25, 2021.25, 2031.75, 1768420, 2847223, 0, 0
2016/4/11, 00:00:00, 2032.00, 2047.50, 2023.50, 2025.50, 1679757, 2856177, 0, 0
2016/4/12, 00:00:00, 2023.50, 2049.50, 2020.25, 2046.75, 1831285, 2841320, 0, 0
2016/4/13, 00:00:00, 2046.25, 2068.00, 2045.00, 2067.00, 1637033, 2848286, 0, 0
2016/4/14, 00:00:00, 2067.25, 2072.75, 2059.50, 2067.50, 1363745, 2845632, 0, 0
2016/4/15, 00:00:00, 2068.75, 2071.00, 2060.50, 2066.00, 1230494, 2824244, 0, 0
2016/4/18, 00:00:00, 2055.25, 2079.75, 2049.50, 2077.75, 1400343, 2852963, 0, 0
2016/4/19, 00:00:00, 2076.25, 2089.50, 2075.75, 2084.75, 1565161, 2851161, 0, 0
2016/4/20, 00:00:00, 2085.25, 2096.25, 2076.75, 2089.00, 1464683, 2857101, 0, 0
2016/4/21, 00:00:00, 2088.75, 2095.00, 2069.75, 2073.75, 1638276, 2826367, 0, 0
2016/4/22, 00:00:00, 2070.75, 2080.00, 2066.00, 2077.00, 1497994, 2844218, 0, 0
2016/4/25, 00:00:00, 2082.50, 2082.50, 2062.00, 2074.25, 1280888, 2847329, 0, 0
2016/4/26, 00:00:00, 2075.25, 2082.25, 2070.50, 2079.50, 1225834, 2842322, 0, 0
2016/4/27, 00:00:00, 2073.25, 2085.00, 2067.25, 2081.75, 1420203, 2837325, 0, 0
2016/4/28, 00:00:00, 2083.50, 2085.25, 2056.25, 2063.50, 1938653, 2820781, 0, 0
2016/4/29, 00:00:00, 2064.75, 2067.00, 2036.75, 2050.00, 2419757, 2773168, 0, 0
2016/5/2, 00:00:00, 2051.75, 2068.50, 2046.50, 2065.25, 1306173, 2775854, 0, 0
2016/5/3, 00:00:00, 2066.50, 2067.25, 2039.00, 2048.00, 1827577, 2776044, 0, 0
2016/5/4, 00:00:00, 2048.50, 2051.25, 2030.00, 2038.00, 1557981, 2793137, 0, 0
2016/5/5, 00:00:00, 2037.50, 2051.00, 2030.50, 2035.00, 1433289, 2793851, 0, 0
2016/5/6, 00:00:00, 2034.50, 2045.50, 2021.50, 2043.75, 1813432, 2784714, 0, 0
2016/5/9, 00:00:00, 2044.00, 2050.75, 2039.25, 2045.25, 1370423, 2786287, 0, 0
2016/5/10, 00:00:00, 2045.00, 2070.75, 2039.00, 2068.50, 1416966, 2818389, 0, 0
2016/5/11, 00:00:00, 2068.25, 2069.75, 2048.50, 2049.00, 1471852, 2791285, 0, 0
2016/5/12, 00:00:00, 2050.00, 2063.75, 2039.50, 2049.75, 1799103, 2788453, 0, 0
2016/5/13, 00:00:00, 2050.25, 2054.50, 2029.50, 2034.50, 1878403, 2795106, 0, 0
2016/5/16, 00:00:00, 2032.25, 2059.50, 2026.00, 2053.75, 1421736, 2807176, 0, 0
2016/5/17, 00:00:00, 2053.00, 2060.50, 2027.75, 2034.50, 1988181, 2803597, 0, 0
2016/5/18, 00:00:00, 2034.75, 2048.75, 2021.75, 2032.50, 2085972, 2825083, 0, 0
2016/5/19, 00:00:00, 2034.50, 2035.75, 2013.00, 2029.75, 2055973, 2849694, 0, 0
2016/5/20, 00:00:00, 2029.75, 2046.50, 2028.25, 2041.00, 1583721, 2883517, 0, 0
2016/5/23, 00:00:00, 2044.25, 2047.00, 2034.50, 2036.25, 1183296, 2890979, 0, 0
2016/5/24, 00:00:00, 2036.00, 2068.25, 2032.25, 2066.00, 1603195, 2921127, 0, 0
2016/5/25, 00:00:00, 2066.00, 2083.50, 2064.50, 2078.25, 1442270, 2921940, 0, 0
2016/5/26, 00:00:00, 2079.75, 2082.75, 2073.50, 2080.75, 968439, 2915095, 0, 0
2016/5/27, 00:00:00, 2081.50, 2089.75, 2079.00, 2088.25, 1035175, 2923990, 0, 0
2016/5/31, 00:00:00, 2091.00, 2094.75, 2077.00, 2086.00, 1631254, 2920359, 0, 0
2016/6/1, 00:00:00, 2085.00, 2090.25, 2074.25, 2089.00, 1317565, 2929830, 0, 0
2016/6/2, 00:00:00, 2087.75, 2095.75, 2077.75, 2094.75, 1299962, 2962011, 0, 0
2016/6/3, 00:00:00, 2094.50, 2097.00, 2073.75, 2088.75, 1746160, 2982125, 0, 0
2016/6/6, 00:00:00, 2088.50, 2103.25, 2085.00, 2099.25, 1272974, 2969778, 0, 0
2016/6/7, 00:00:00, 2099.25, 2109.00, 2097.50, 2101.25, 1125951, 2946364, 0, 0
2016/6/8, 00:00:00, 2101.25, 2110.75, 2097.50, 2109.00, 1308451, 2850221, 0, 0
2016/6/9, 00:00:00, 2108.75, 2109.75, 2097.50, 2105.50, 785978, 776981, 0, 0
2016/6/10, 00:00:00, 2104.75, 2105.00, 2079.75, 2087.50, 1799239, 1213016, 0, 0
2016/6/13, 00:00:00, 2081.25, 2089.50, 2066.75, 2070.00, 2515271, 1865658, 0, 0
2016/6/14, 00:00:00, 2067.50, 2073.00, 2055.00, 2066.25, 2770212, 2419029, 0, 0
2016/6/15, 00:00:00, 2064.75, 2079.75, 2060.00, 2063.75, 1917677, 2680115, 0, 0
2016/6/16, 00:00:00, 2062.75, 2071.75, 2041.00, 2070.75, 2446637, 2759833, 0, 0
2016/6/17, 00:00:00, 2069.00, 2075.00, 2053.50, 2059.25, 1833560, 2774441, 0, 0
2016/6/20, 00:00:00, 2071.25, 2092.75, 2070.50, 2074.50, 1598465, 2781532, 0, 0
2016/6/21, 00:00:00, 2079.25, 2086.25, 2074.25, 2080.75, 1400709, 2769327, 0, 0
2016/6/22, 00:00:00, 2079.50, 2091.50, 2075.50, 2077.00, 1419838, 2779028, 0, 0
2016/6/23, 00:00:00, 2083.25, 2113.50, 2083.25, 2106.00, 1314510, 2767191, 0, 0
2016/6/24, 00:00:00, 2116.00, 2119.75, 1999.25, 2018.75, 4174598, 2936291, 0, 0
2016/6/27, 00:00:00, 2014.00, 2022.75, 1981.75, 1985.25, 3021015, 2971282, 0, 0
2016/6/28, 00:00:00, 1982.75, 2030.00, 1982.50, 2028.75, 2285755, 2938555, 0, 0
2016/6/29, 00:00:00, 2028.50, 2075.00, 2023.00, 2067.00, 2065151, 3014342, 0, 0
2016/6/30, 00:00:00, 2072.50, 2091.50, 2056.75, 2090.50, 2301226, 2999878, 0, 0
2016/7/1, 00:00:00, 2086.75, 2101.00, 2081.75, 2096.50, 1665376, 2964059, 0, 0
2016/7/5, 00:00:00, 2100.00, 2105.00, 2072.75, 2083.00, 1862935, 2990285, 0, 0
2016/7/6, 00:00:00, 2084.25, 2094.75, 2066.00, 2094.25, 2054794, 2991181, 0, 0
2016/7/7, 00:00:00, 2092.25, 2102.25, 2082.00, 2092.25, 1666356, 2972636, 0, 0
2016/7/8, 00:00:00, 2092.25, 2125.75, 2087.75, 2120.75, 1962358, 2990354, 0, 0
2016/7/11, 00:00:00, 2120.50, 2137.00, 2120.25, 2130.50, 1467322, 2989265, 0, 0
2016/7/12, 00:00:00, 2131.00, 2149.50, 2128.75, 2146.00, 1704053, 2954643, 0, 0
2016/7/13, 00:00:00, 2146.00, 2152.50, 2139.75, 2146.25, 1633489, 2971143, 0, 0
2016/7/14, 00:00:00, 2145.50, 2168.25, 2143.00, 2157.50, 1782561, 2972196, 0, 0
2016/7/15, 00:00:00, 2156.75, 2165.00, 2143.50, 2153.00, 1518276, 2929258, 0, 0
2016/7/18, 00:00:00, 2154.75, 2163.50, 2153.00, 2160.25, 1205765, 2948315, 0, 0
2016/7/19, 00:00:00, 2160.25, 2161.00, 2151.50, 2159.00, 1151631, 2949823, 0, 0
2016/7/20, 00:00:00, 2159.25, 2170.00, 2155.50, 2167.75, 1134131, 2941964, 0, 0
2016/7/21, 00:00:00, 2168.50, 2170.50, 2153.75, 2158.25, 1300678, 2924164, 0, 0
2016/7/22, 00:00:00, 2159.25, 2169.50, 2156.25, 2167.75, 1133059, 2948052, 0, 0
2016/7/25, 00:00:00, 2168.00, 2172.75, 2156.00, 2162.50, 1264905, 2933070, 0, 0
2016/7/26, 00:00:00, 2163.00, 2168.25, 2154.00, 2163.50, 1609035, 2934771, 0, 0
2016/7/27, 00:00:00, 2166.25, 2169.50, 2152.25, 2160.75, 1642569, 2924284, 0, 0
2016/7/28, 00:00:00, 2163.00, 2168.75, 2153.75, 2165.00, 1622142, 2925225, 0, 0
2016/7/29, 00:00:00, 2165.75, 2172.00, 2157.75, 2168.50, 1718155, 2881534, 0, 0
2016/8/1, 00:00:00, 2174.25, 2178.00, 2160.00, 2164.75, 1659094, 2894206, 0, 0
2016/8/2, 00:00:00, 2166.25, 2171.25, 2141.75, 2153.00, 1958950, 2902982, 0, 0
2016/8/3, 00:00:00, 2152.50, 2158.50, 2145.50, 2157.25, 1371176, 2900807, 0, 0
2016/8/4, 00:00:00, 2157.00, 2164.50, 2154.25, 2159.50, 1239577, 2885181, 0, 0
2016/8/5, 00:00:00, 2159.75, 2178.75, 2159.50, 2177.00, 1370482, 2882132, 0, 0
2016/8/8, 00:00:00, 2176.25, 2183.25, 2173.50, 2175.75, 970557, 2855905, 0, 0
2016/8/9, 00:00:00, 2176.25, 2183.75, 2174.00, 2177.75, 1191826, 2877471, 0, 0
2016/8/10, 00:00:00, 2178.25, 2181.75, 2168.00, 2173.00, 1371937, 2892125, 0, 0
2016/8/11, 00:00:00, 2172.75, 2185.50, 2170.25, 2182.00, 1326004, 2894148, 0, 0
2016/8/12, 00:00:00, 2182.00, 2184.25, 2175.75, 2180.50, 1270055, 2893992, 0, 0
2016/8/15, 00:00:00, 2181.00, 2191.00, 2180.75, 2186.25, 1090675, 2918800, 0, 0
2016/8/16, 00:00:00, 2186.25, 2186.50, 2175.50, 2177.00, 1391768, 2892388, 0, 0
2016/8/17, 00:00:00, 2177.75, 2182.25, 2165.75, 2180.00, 1702425, 2895653, 0, 0
2016/8/18, 00:00:00, 2181.00, 2184.75, 2176.50, 2183.75, 1201115, 2910049, 0, 0
2016/8/19, 00:00:00, 2183.75, 2184.50, 2172.75, 2182.00, 1431860, 2911683, 0, 0
2016/8/22, 00:00:00, 2182.00, 2184.75, 2173.75, 2181.75, 1543249, 2920136, 0, 0
2016/8/23, 00:00:00, 2181.00, 2191.75, 2179.50, 2185.50, 1125503, 2940595, 0, 0
2016/8/24, 00:00:00, 2186.00, 2188.00, 2169.00, 2175.25, 1508048, 2941003, 0, 0
2016/8/25, 00:00:00, 2175.25, 2177.50, 2167.75, 2173.75, 1501328, 2938857, 0, 0
2016/8/26, 00:00:00, 2174.25, 2187.00, 2157.75, 2168.75, 2535682, 2944282, 0, 0
2016/8/29, 00:00:00, 2168.00, 2182.50, 2164.75, 2179.50, 1245215, 2971033, 0, 0
2016/8/30, 00:00:00, 2180.25, 2181.75, 2168.75, 2175.50, 1372345, 2947680, 0, 0
2016/8/31, 00:00:00, 2176.00, 2176.50, 2159.75, 2169.75, 1864629, 2969745, 0, 0
2016/9/1, 00:00:00, 2169.25, 2177.50, 2155.00, 2167.50, 1943431, 2968916, 0, 0
2016/9/2, 00:00:00, 2166.50, 2184.00, 2164.50, 2178.25, 1700143, 2959084, 0, 0
2016/9/6, 00:00:00, 2179.50, 2186.50, 2173.25, 2184.75, 1627643, 2937524, 0, 0
2016/9/7, 00:00:00, 2185.50, 2187.00, 2177.75, 2184.75, 1459543, 2897892, 0, 0
2016/9/8, 00:00:00, 2184.75, 2189.50, 2176.00, 2177.75, 866144, 826592, 0, 0
2016/9/9, 00:00:00, 2177.00, 2178.50, 2120.00, 2122.75, 2818480, 1446823, 0, 0
2016/9/12, 00:00:00, 2122.00, 2162.75, 2107.00, 2158.75, 3327280, 1985223, 0, 0
2016/9/13, 00:00:00, 2157.25, 2157.50, 2119.00, 2129.00, 3724471, 2442135, 0, 0
2016/9/14, 00:00:00, 2131.75, 2141.25, 2118.75, 2120.00, 2546136, 2691473, 0, 0
2016/9/15, 00:00:00, 2121.75, 2151.25, 2114.50, 2144.75, 2301296, 2818070, 0, 0
2016/9/16, 00:00:00, 2143.25, 2143.75, 2129.75, 2139.25, 2064530, 2860255, 0, 0
2016/9/19, 00:00:00, 2139.00, 2153.50, 2134.50, 2139.75, 1527880, 2886280, 0, 0
2016/9/20, 00:00:00, 2140.50, 2150.25, 2135.75, 2137.75, 1385876, 2895223, 0, 0
2016/9/21, 00:00:00, 2136.75, 2164.25, 2133.00, 2163.00, 1826950, 2907266, 0, 0
2016/9/22, 00:00:00, 2163.00, 2179.50, 2159.50, 2175.00, 1523998, 2912107, 0, 0
2016/9/23, 00:00:00, 2175.00, 2176.25, 2162.75, 2164.75, 1448300, 2905516, 0, 0
2016/9/26, 00:00:00, 2163.00, 2166.25, 2143.50, 2146.50, 1602771, 2885941, 0, 0
2016/9/27, 00:00:00, 2146.00, 2160.75, 2139.50, 2159.50, 1659780, 2880648, 0, 0
