Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2015/7/6, 00:00:00, 1996.25, 2030.75, 1993.25, 2023.50, 1973058, 2657211, 0, 0
2015/7/7, 00:00:00, 2026.75, 2037.00, 1994.00, 2032.75, 2531662, 2658021, 0, 0
2015/7/8, 00:00:00, 2032.00, 2032.25, 1995.25, 1998.25, 2393226, 2729842, 0, 0
2015/7/9, 00:00:00, 1998.75, 2027.00, 1997.25, 2000.25, 1981972, 2667051, 0, 0
2015/7/10, 00:00:00, 2003.75, 2033.75, 2003.75, 2028.00, 1573858, 2619051, 0, 0
2015/7/13, 00:00:00, 2013.75, 2053.75, 2011.00, 2053.50, 1333579, 2619098, 0, 0
2015/7/14, 00:00:00, 2053.00, 2064.50, 2049.50, 2061.00, 955518, 2600930, 0, 0
2015/7/15, 00:00:00, 2061.50, 2066.75, 2054.00, 2063.25, 1147598, 2584404, 0, 0
2015/7/16, 00:00:00, 2063.00, 2077.50, 2061.75, 2076.00, 1107382, 2609902, 0, 0
2015/7/17, 00:00:00, 2076.00, 2079.00, 2071.75, 2077.75, 903686, 2592829, 0, 0
2015/7/20, 00:00:00, 2077.00, 2085.25, 2075.50, 2081.00, 937630, 2610884, 0, 0
2015/7/21, 00:00:00, 2080.25, 2084.00, 2065.75, 2073.50, 1209300, 2620479, 0, 0
2015/7/22, 00:00:00, 2066.75, 2071.00, 2061.25, 2067.00, 1224393, 2627734, 0, 0
2015/7/23, 00:00:00, 2068.25, 2072.75, 2050.50, 2057.50, 1437249, 2641582, 0, 0
2015/7/24, 00:00:00, 2060.00, 2063.00, 2028.75, 2036.50, 1669725, 2675616, 0, 0
2015/7/27, 00:00:00, 2037.25, 2039.75, 2015.50, 2023.50, 1781810, 2699408, 0, 0
2015/7/28, 00:00:00, 2024.50, 2048.00, 2020.50, 2046.25, 1725788, 2671539, 0, 0
2015/7/29, 00:00:00, 2047.00, 2063.25, 2043.50, 2060.50, 1397228, 2657695, 0, 0
2015/7/30, 00:00:00, 2058.50, 2063.25, 2046.75, 2062.75, 1286157, 2654075, 0, 0
2015/7/31, 00:00:00, 2060.75, 2068.25, 2054.25, 2057.50, 1602805, 2668917, 0, 0
2015/8/3, 00:00:00, 2057.75, 2061.50, 2039.00, 2050.00, 1512106, 2669093, 0, 0
2015/8/4, 00:00:00, 2049.50, 2055.25, 2040.50, 2042.00, 1327878, 2675097, 0, 0
2015/8/5, 00:00:00, 2041.50, 2066.00, 2041.25, 2052.75, 1384241, 2656916, 0, 0
2015/8/6, 00:00:00, 2053.00, 2058.25, 2029.00, 2038.50, 1608876, 2673527, 0, 0
2015/8/7, 00:00:00, 2039.00, 2041.75, 2021.00, 2032.50, 1596391, 2717584, 0, 0
2015/8/10, 00:00:00, 2031.00, 2060.25, 2030.75, 2058.75, 1198912, 2707594, 0, 0
2015/8/11, 00:00:00, 2059.75, 2060.75, 2029.75, 2038.75, 1783349, 2736342, 0, 0
2015/8/12, 00:00:00, 2039.75, 2044.25, 2005.50, 2043.25, 2364321, 2767869, 0, 0
2015/8/13, 00:00:00, 2041.75, 2052.00, 2032.25, 2039.50, 1496065, 2773957, 0, 0
2015/8/14, 00:00:00, 2038.25, 2049.50, 2032.75, 2048.50, 1069465, 2773006, 0, 0
2015/8/17, 00:00:00, 2048.50, 2059.50, 2033.75, 2058.25, 1292437, 2783936, 0, 0
2015/8/18, 00:00:00, 2057.25, 2062.75, 2049.25, 2053.00, 1135552, 2787015, 0, 0
2015/8/19, 00:00:00, 2052.25, 2057.00, 2025.50, 2031.75, 2289064, 2805536, 0, 0
2015/8/20, 00:00:00, 2032.50, 2036.75, 1983.50, 1984.50, 2583142, 2876543, 0, 0
2015/8/21, 00:00:00, 1985.25, 1988.00, 1926.25, 1930.50, 4168331, 2938889, 0, 0
2015/8/24, 00:00:00, 1923.50, 1923.75, 1790.00, 1830.25, 5258752, 3076257, 0, 0
2015/8/25, 00:00:00, 1831.75, 1907.50, 1819.00, 1831.75, 3658827, 3069752, 0, 0
2015/8/26, 00:00:00, 1835.00, 1902.00, 1809.50, 1897.00, 3527300, 3073835, 0, 0
2015/8/27, 00:00:00, 1900.25, 1949.25, 1893.50, 1948.25, 2940255, 2964630, 0, 0
2015/8/28, 00:00:00, 1947.25, 1951.75, 1926.25, 1948.75, 1968514, 2979180, 0, 0
